"","month","evap.mean","evap.med","evap.var","prcp.mean","prcp.med","prcp.var"
"1","Overall",0.00364,2.66e-05,3.44e-05,0.00527,0,0.000711
"2","Jan",0.000916,0,2.14e-06,0.00559,0,0.000578
"3","Feb",0.00114,0,2.93e-06,0.00467,0,0.000506
"4","Mar",0.00185,0,6.4e-06,0.0066,0,0.00064
"5","Apr",0.00307,0.000897,1.47e-05,0.0046,0,0.000467
"6","May",0.00509,0.00234,3.77e-05,0.0049,0,0.000525
"7","Jun",0.0074,0.00391,7.14e-05,0.00515,0,0.000629
"8","Jul",0.0081,0.0041,8.42e-05,0.00572,0,0.000935
"9","Aug",0.00657,0.00232,5.98e-05,0.00515,0,0.00101
"10","Sep",0.00465,0.000368,3.64e-05,0.00715,0,0.0011
"11","Oct",0.00244,0,1.15e-05,0.00372,0,0.000568
"12","Nov",0.00137,0,4.57e-06,0.00519,0,0.000938
"13","Dec",0.000879,0,2.04e-06,0.00483,0,0.00062
