"","USGS Gage","Model","Pct. Error"
"Max. 1 Day Max",206000,157000,-23.8
"Med. 1 Day Max",70100,53100,-24.3
"Max. 3 Day Max",160000,135000,-15.6
"Med. 3 Day Max",58100,46400,-20.1
"Max. 7 Day Max",100000,88600,-11.4
"Med. 7 Day Max",41700,33600,-19.4
"Max. 30 Day Max",38800,38200,-1.55
"Med. 30 Day Max",21000,19300,-8.1
"Max. 90 Day Max",28300,28400,0.353
"Med. 90 Day Max",14300,14100,-1.4
