"","Overall Mean Flow","Jan. Low Flow","Feb. Low Flow","Mar. Low Flow","Apr. Low Flow","May Low Flow","Jun. Low Flow","Jul. Low Flow","Aug. Low Flow","Sep. Low Flow","Oct. Low Flow","Nov. Low Flow","Dec. Low Flow","Jan. Mean Flow","Feb. Mean Flow","Mar. Mean Flow","Apr. Mean Flow","May Mean Flow","Jun. Mean Flow","Jul. Mean Flow","Aug. Mean Flow","Sep. Mean Flow","Oct. Mean Flow","Nov. Mean Flow","Dec. Mean Flow","Min. 1 Day Min","Med. 1 Day Min.","Min. 3 Day Min","Med. 3 Day Min.","Min. 7 Day Min","Med. 7 Day Min.","Min. 30 Day Min","Med. 30 Day Min.","Min. 90 Day Min","Med. 90 Day Min.","7Q10","Year of 90-Day Low Flow","1% Non-Exceedance","5% Non-Exceedance","50% Non-Exceedance","95% Non-Exceedance","99% Non-Exceedance","Sept. 10% Non-Exceedance","Mean Baseflow","Jan. High Flow","Feb. High Flow","Mar. High Flow","Apr. High Flow","May High Flow","Jun. High Flow","Jul. High Flow","Aug. High Flow","Sep. High Flow","Oct. High Flow","Nov. High Flow","Dec. High Flow","Max. 1 Day Max","Med. 1 Day Max.","Max. 3 Day Max","Med. 3 Day Max.","Max. 7 Day Max","Med. 7 Day Max.","Max. 30 Day Max","Med. 30 Day Max.","Max. 90 Day Max","Med. 90 Day Max.","Drought Year Mean"
"USGS Gage",7400,1260,1810,3060,3420,4740,5650,5310,4040,2170,1610,1410,1070,9800,10700,12900,11400,8770,5980,3600,2880,4810,3840,6620,7680,328,913,346,997,392,1130,652,1430,799,2200,569,2002,659,1070,4520,22500,48800,983,4120,4270,19400,19300,22900,20000,30000,30400,13700,7870,6240,4570,4700,206000,70100,160000,58100,1e+05,41700,38800,21000,28300,14300,2110.26575342466
"Model",7650,1470,2170,3720,4730,6030,5970,4610,3600,2430,1520,1450,1200,9490,11800,13400,11000,8160,6240,3980,3240,5710,4710,6900,7450,433,944,434,979,436,989,489,1470,946,2370,564,1999,604,918,5070,23500,46500,938,4750,4690,12400,12200,16900,13600,25700,28100,11700,10100,5220,3620,3620,157000,53100,135000,46400,88600,33600,38200,19300,28400,14100,2255.35552023789
"Pct. Error",3.38,16.7,19.9,21.6,38.3,27.2,5.66,-13.2,-10.9,12,-5.59,2.84,12.1,-3.16,10.3,3.88,-3.51,-6.96,4.35,10.6,12.5,18.7,22.7,4.23,-2.99,32,3.4,25.4,-1.81,11.2,-12.5,-25,2.8,18.4,7.73,-0.879,100,-8.35,-14.2,12.2,4.44,-4.71,-4.58,15.3,9.84,-36.1,-36.8,-26.2,-32,-14.3,-7.57,-14.6,28.3,-16.3,-20.8,-23,-23.8,-24.3,-15.6,-20.1,-11.4,-19.4,-1.55,-8.1,0.353,-1.4,6.88
