"","USGS Gage","Model","Pct. Error"
"Jan. High Flow",4270,4690,9.84
"Feb. High Flow",19400,12400,-36.1
"Mar. High Flow",19300,12200,-36.8
"Apr. High Flow",22900,16900,-26.2
"May High Flow",20000,13600,-32
"Jun. High Flow",30000,25700,-14.3
"Jul. High Flow",30400,28100,-7.57
"Aug. High Flow",13700,11700,-14.6
"Sep. High Flow",7870,10100,28.3
"Oct. High Flow",6240,5220,-16.3
"Nov. High Flow",4570,3620,-20.8
"Dec. High Flow",4700,3620,-23
